User Location,Rating,Additional Ratings,Review Title,Review Text,Trip Type,Stay Date,Location,Hotel_ID,hotel_name
,4,,Comfortable hotel not far from the airport,"Beautiful hotel. Lovely swimming pool/spa area. Sauna, steam room, and jacuzzi are open till 10 pm which is helpful for those who return late after their meetings. 
I can’t say the location is good. It’s near the airport but rather far from historical landmarks and market areas. During rush hours, the fastest way to get to the centre is the metro; Bhikat Cama Metro Station is right next to the hotel",BUSINESS,31-10-2024,Hyatt Regency Delhi,5,hyatt delhi  (india )
Gland,5,,"Stayed for almost a month, had a great time.","Superb lounge with friendly staff. Breakfast has many many choices. Room is spacious enough and cleaned daily, plenty of staff wandering around to help if needed. Hotel is close to most tourists sites. I will come back here anytime and recommend this hotel witjiht hesitation",BUSINESS,31-10-2024,Hyatt Regency Delhi,5,hyatt delhi  (india )
,5,,"Clean, comfortable room on the edge of central Delhi","Great room.

Diraj and his crew kept it spotless!

Well supplied with water, matches, towels etc.

Thanks for keeping my clothes folded and organized.

I also appreciated having YouTube streaming on the TV.

Happy to stay here again next time in Delhi.",BUSINESS,31-10-2024,Hyatt Regency Delhi,5,hyatt delhi  (india )
,5,,Birthday celebration,"I have stayed for 1 day for my wife 50 th birthday it was very good every one from 
Staff supported very well
It was a great support & experience we have
We have celebrated birthday & enjoy a lot 
Really wonderful experience & I wish to visit for stay again in sentregis",COUPLES,30-11-2024,The St. Regis Mumbai,6,st regis mumbai (india)
,5,,Weekend at Regis,"Fantastic service. Top of the charts. Mr Nikhil our butler was always there for the smallest of things and was great🤝

Super comfy room lovely view. Super meals and breakfast as well.

Pool and spa area was very professionally managed and well kept.

We'll definitely revisit😎",FRIENDS,30-11-2024,The St. Regis Mumbai,6,st regis mumbai (india)
Doha,5,"Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5",An exceptional stay!,"Best hotel in Mumbai. Went when it was fairly new and just returned with the family. The hotel is still looking new and the service to match. The staff are great and super helpful. The butler service made the stay even better, I informed them before my trip that I was celebrating my wedding anniversary and they asked me loads of questions about my wife and I. With that information they made us a personalised cake that captured every thing about us. It was truly amazing and thoughtful. With that I want to say thanks to Hrithik and his team for making the stay memorable. The food at the hotel was also another attraction, especially the breakfast spread.",FAMILY,31-10-2024,The St. Regis Mumbai,6,st regis mumbai (india)
,5,,"Great stay, incredible hospitality!","I had a wonderful stay and enjoyed the incredible facilities & hospitality of the staff at St Regis, Mumbai. I would especially like to commend Ms Prerna Kaushal, who provided me with impeccable butler services during my stay. Prerna was always available a message away and responded to all my requirements promptly which was a godsend.",BUSINESS,31-10-2024,The St. Regis Mumbai,6,st regis mumbai (india)
,4,"Value: 4
Rooms: 3
Location: 5
Cleanliness: 5
Service: 4
Sleep Quality: 5","Modern hotel with good facilities, rather small rooms","The hotel is on top of a shopping mall, the lobby is quite impressive. 

The room was rather on the small side and the bathroom was cramped. No upgrade (titanium), did not push for it as I checked in  late at night. 

At the hotel the staff was very friendly and helpful, before the stay I tried to book an airport pick up, and it was unexpectedly complicated with the hotel not answering emails for days. 

The gym is really big and they have a nice pool. 
The breakfast was excellent with a lot of choices.",SOLO,31-07-2024,The St. Regis Mumbai,6,st regis mumbai (india)
Birmingham,5,,Fantastic,"Amazing, amazing, amazing.
The service was superb.
The hotel was super clean. 
They have the best gym I have ever used in a city. 
Breakfast was fab, as was dinner in Seven Kitchens.
We thought the pool was good.
Service by the pool was a bit sparse.
The spa and changing rooms are beautiful.",FAMILY,31-10-2024,The St. Regis Mumbai,6,st regis mumbai (india)
,5,,Great Stay and fantastic Service by our Concierge Nikhil,"It was a great stay an the highlight was the exceptional service from the concierge, Nikhil. 

It’s a fantastic hotel and there is a champagne happening every evening that we enjoyed 

The Service was incredibly attentive, providing personalized recommendations and ensuring our stay was seamless.",FRIENDS,31-10-2024,The St. Regis Mumbai,6,st regis mumbai (india)
Mumbai,1,,Never expected this from St Regis!!,We had an extremely disappointing experience during our stay this weekend.First of all had a huge cockroach flying in the room which was scary and certainly not hygienic.To make things worse on taking a shower before sleeping the bathroom got completely clogged and water filled up in the bathroom area and also the bedroom.Most of the night went by the staff trying to manage the issue which they were not really successful.So instead of having a rested relaxed weekend we are back tired and disappointed.We did complain to the housekeeping manager who has promised to look into it so let’s hope the next time we go we have a happy stay unlike this one😏,FAMILY,31-10-2024,The St. Regis Mumbai,6,st regis mumbai (india)
Mumbai,5,"Value: 4
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5",Awesome !!!!,"It’s the best experience always at the st Regis mumbai !!!
Great room very good service and excellent staff who are always making you very comfortable and happy !!
The food is amazing and the breakfast spread is great 
The hotel is located perfectly with the mall and shopping connected with the hotel!!
Must stay when in mumbai",FAMILY,31-10-2024,The St. Regis Mumbai,6,st regis mumbai (india)
Muscat,5,"Value: 5
Rooms: 5
Location: 4
Cleanliness: 5
Service: 5
Sleep Quality: 5",my stay in St.Regis Mumbai,"I stayed in the above hotel for two nights in September, 2024. The hotel is located in lower parel area adjacent to a shopping mall. Room size, staff, breakfast everything was good. This is not my first stay and had stayed earlier. Noticed the service, everything is good then and now. Breakfast variety was very good and so also the team in the hotel. Overall it was a great stay and hope to stay again",SOLO,30-09-2024,The St. Regis Mumbai,6,st regis mumbai (india)
,5,,Best Service!,"We felt incredibly welcomed, and everyone took great care of us, making us feel truly at home. A special thanks to Amanda (Guest Relations), Akshay (Main Restaurant), Tarvesh (Roomservice) and Ooman (The Rock) for their exceptional hospitality. 🙏🏻 Hopefully, we got the names spelled correctly!",NONE,31-10-2024,"The Oberoi Beach Resort, Mauritius",7,the oberoi (mauritius)
,5,,Tailor maid stay for all occasions,"We had an amazing stay for my partner’s 27th birthday. We were upgraded to a Villa with private pool by the team and are extremely grateful for their service. I’d like to extend a special thank you to Natasha who enabled us to have a late checkout and dinner on our last day. All the staff were extremely attentive to all the small details from allergies, decorations and even remembering small touches we appreciated from the night before.

We really recommend this hotel to any couple that wants to have a memorable stay and feel completely at home all while being catered for with perfect service.

Thank you once again to all the team we will definitely come back for another visit.",NONE,31-10-2024,"The Oberoi Beach Resort, Mauritius",7,the oberoi (mauritius)
,5,"Value: 4
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5",Wonderful resort,"Great hotel complex with small villas, nestles discreetly on the beautiful coastline of the Indian Ocean. For people who love the special. Excellent restaurants, excellent room, service wonderfully attentive, to be singled out is Mr. Shaan (station manager) and Mr. Naveen (service employee).",COUPLES,31-10-2024,"The Oberoi Beach Resort, Mauritius",7,the oberoi (mauritius)
,5,,Best hotel in Mauritius,"Wonderful setting, superb facilities, brilliant friendly and efficient staff, from the fantastic Asst Manager , Natacha,  the catering and bar staff, the housekeeping service, Vasudha was a stand out, the gardeners and the maintenance of the 22 acres of tropical gardens and the hotel chauffeurs, brothers, the older Raj having been a part of the one  big family committed to the highest service levels for 23 years!",NONE,31-10-2024,"The Oberoi Beach Resort, Mauritius",7,the oberoi (mauritius)
Hitchin,5,,Amazing ❤️,"What an incredible place! A perfect resort.
We spent 5 nights here as a family of 3 and could not have been any more happy.
The staff were attentive and helpful without being intrusive, the room was amazing and the food was simply fantastic. The menus were full of variety and changed mid week so you had another amazing array of dishes - all perfectly formed.
Plenty to do within and around the resort - the hotel arranged for a beach horse ride for my daughter which was a great experience. Nothing was too much for the Oberoi team!
It was our first time at an Oberoi and we will definitely go back again.
Thank you to all the team - you made our time in Mauritius so special.",FAMILY,31-10-2024,"The Oberoi Beach Resort, Mauritius",7,the oberoi (mauritius)
